CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,isActiveMember,EstimatedSalary,Exited
15715597,Onyemauchechi,679,France,Male,36,1,97235,1,1,0,188997,0
15675626,Dawson,726,France,Male,28,2,0,1,0,0,98061,0
15618155,Ts'ui,663,France,Male,45,5,83195,1,1,1,48682,0
15773487,Conway,634,Germany,Female,31,8,76799,1,0,0,196022,0
15791174,Leibius,540,Spain,Male,67,1,88382,1,0,1,59457,0
15798943,Alexander,646,France,Female,46,8,0,2,1,0,133059,0
15694765,Sabbatini,610,Germany,Male,49,6,113882,1,1,0,195814,1
15676909,Mishin,667,Spain,Female,34,5,0,2,1,0,163831,0
15598259,Gregory,673,Germany,Female,41,9,98612,1,1,0,151349,0
15650591,Calabrese,809,Germany,Male,50,10,118099,1,1,1,100720,1
15632185,Yermolayev,663,France,Female,42,1,82229,2,1,0,71360,0
15649183,Johnston,598,Spain,Female,35,8,0,3,0,1,88659,0
15726250,Hsia,508,France,Female,38,3,166329,2,0,1,22614,0
15691323,Bianchi,672,Germany,Male,40,4,89026,2,1,0,188892,0
15749167,Fisk,753,France,Male,35,3,0,2,1,1,184844,0
15661034,Ngozichukwuka,813,Germany,Female,29,5,106059,1,0,0,187977,1
15632816,Williams,521,Germany,Female,49,2,127949,1,1,1,182765,0
15773017,Todd,763,Spain,Female,37,6,0,2,1,1,149705,0
15598266,Martin,610,France,Male,40,9,0,1,1,1,149603,0
15669606,Chu,690,France,Male,33,5,0,2,1,0,138018,0
15600462,Barwell,542,France,Female,43,8,145618,1,0,1,10351,0
15602405,Ryrie,703,Germany,Female,38,9,99168,1,1,0,65721,0
15806511,Berry,445,Spain,Male,45,10,0,2,0,1,90977,0
15652527,Champion,680,France,Male,44,7,108725,1,0,1,72330,0
15567422,Chiazagomekpele,630,France,Male,42,6,0,2,1,0,162698,0
15680767,Sabbatini,717,Germany,Female,64,10,98362,2,1,1,21630,0
15777576,Frost,559,Spain,Female,40,5,139129,1,0,1,32636,0
15699839,Hall,637,France,Male,36,2,152607,1,1,1,71693,0
15612358,Christie,573,Germany,Male,35,9,134499,2,1,1,119925,0
15703394,Hawes,633,Spain,Male,27,3,0,2,1,0,44009,0
15779738,Buccho,534,France,Male,24,1,0,1,1,1,169653,0
15722425,Lucchese,639,France,Male,32,9,0,2,1,0,111340,0
15638028,Ifeanyichukwu,562,Germany,Male,31,4,127237,2,0,1,143317,0
15610090,Han,667,France,Male,40,8,72945,2,1,0,98932,0
15775572,Bergamaschi,531,Germany,Female,42,6,88324,2,1,0,75249,0
15670163,Verjus,666,France,Female,27,4,0,2,0,0,88751,0
15695474,Barker,583,France,Male,33,7,122532,1,1,0,13549,0
15790750,Manfrin,592,Germany,Male,36,10,123188,1,0,1,146111,0
15585133,Wei,657,Spain,Female,27,8,0,2,0,0,6468,0
15792365,He,501,France,Male,44,4,142051,2,0,1,74941,0
15606915,Genovese,764,France,Male,24,7,98149,1,1,0,26844,0
15579334,Watkins,769,Germany,Female,45,5,126675,1,1,0,124119,1
15765812,Trevisani,587,Spain,Male,48,1,0,2,1,1,8908,0
15676526,Bentley,608,France,Female,34,4,88773,1,1,1,168822,0
15701265,Tretiakov,559,Germany,Female,36,1,104357,2,0,1,54184,0
15732704,Piazza,582,Spain,Male,25,9,148043,2,1,0,52341,0
15750549,Akobundu,660,Germany,Male,30,1,84440,2,1,1,60486,0
15576945,Clements,582,France,Male,29,0,0,1,1,0,142516,0
15640491,Raff,464,France,Female,33,10,147494,2,1,0,100448,0
15573893,Barry,569,Germany,Male,25,9,173459,2,1,1,44381,0
15605447,Palermo,752,France,Male,49,2,78654,1,1,0,7699,0
15632069,Kazantsev,776,France,Male,39,8,125212,2,1,0,144496,0
15705657,Hewitt,535,France,Female,44,2,114428,1,1,1,136330,0
15802368,Ch'eng,608,France,Female,47,6,0,1,1,1,126013,0
15576156,Abazu,710,Spain,Female,28,6,0,1,1,0,48427,0
15661830,Lucciano,750,Spain,Female,36,6,0,2,1,1,59816,0
15588580,Kennedy,584,Germany,Female,36,4,109647,1,1,1,70241,0
15665766,T'ang,698,Germany,Male,39,9,133191,2,0,1,53289,0
15743976,Archer,618,Germany,Male,41,8,37703,1,1,1,195775,0
15647570,Chung,640,Germany,Male,45,8,120591,1,0,0,195124,0
15775709,Nucci,832,France,Female,27,10,98590,1,1,0,30913,0
15691004,Yu,407,Spain,Male,37,1,0,1,1,1,49161,1
15709256,Glover,850,France,Female,28,9,0,2,1,1,164865,0
15704597,Trumbull,644,France,Male,33,7,174571,1,0,1,43943,0
15573278,Kennedy,743,France,Male,39,6,0,2,1,0,44265,0
15704788,Krawczyk,812,Spain,Female,49,8,66079,2,0,0,91557,1
15773934,Fang,670,France,Male,33,6,88295,1,1,0,66979,0
15631868,Robertson,744,Spain,Male,36,2,153804,1,1,1,87213,0
15787168,Y?,819,Spain,Female,28,8,168253,1,1,1,102799,0
15578211,Connolly,777,France,Male,23,6,0,2,1,1,163225,0
15780142,Wang,632,France,Male,43,2,100014,1,1,0,24275,0
15808621,Mordvinova,659,Germany,Male,36,2,76190,2,1,1,149066,0
15728474,Chienezie,558,Germany,Male,32,4,108236,1,1,1,143783,0
15643794,Bennett,639,Spain,Female,27,2,0,1,1,1,82939,0
15802118,Ignatieff,664,Spain,Male,41,7,123429,1,1,1,164924,0
15585067,Wilson,634,Spain,Male,31,9,108632,1,1,1,179486,1
15644297,Austin,732,Germany,Male,38,5,178788,1,1,1,195761,0
15766908,Trevisani,488,Germany,Male,32,3,114540,1,1,0,92568,0
15729110,Lavrov,729,Spain,Female,42,7,0,2,1,0,58268,1
15700937,Romano,767,Spain,Female,24,5,0,2,1,1,67446,0
15704771,Ugochukwu,593,France,Female,35,6,133489,2,1,1,78101,0
15699029,Bagley,670,France,Male,37,4,170558,2,1,0,198253,0
15733444,Phillips,736,France,Female,29,9,0,2,0,0,176153,0
15693877,Stewart,811,France,Female,47,3,123365,2,0,0,171995,0
15681220,Chou,503,France,Female,37,8,0,2,1,1,97893,0
15658548,Ignatiev,646,Germany,Female,36,6,144773,2,1,0,53217,0
15758726,Chiemeka,588,France,Female,24,0,0,2,1,1,140586,0
15612140,Milano,721,Spain,Female,46,7,137933,1,1,1,67977,0
15616270,Chao,620,Spain,Male,42,4,106921,1,0,1,119747,0
15626212,Wark,616,France,Male,29,9,0,1,1,1,166984,0
15728006,Endrizzi,524,France,Male,40,2,180517,1,1,0,180002,0
15799635,Arbour,577,Spain,Male,51,2,108867,1,0,0,140801,1
15668893,Wilsmore,782,France,Male,39,8,0,2,1,1,33950,0
15713370,Hunter,657,Spain,Male,36,8,188241,2,0,0,183059,1
15586522,Hunter,608,Spain,Male,37,2,130461,1,1,0,21967,0
15776047,Nicholls,620,France,Female,29,3,0,2,0,1,153392,0
15757912,Bradley,722,Germany,Female,37,0,125978,1,0,0,160162,0
15601383,Ibrahimova,744,Spain,Male,44,5,120655,1,1,0,82291,0
15701318,Poole,763,Spain,Male,67,9,148565,1,0,1,87236,0
15567834,Nieves,719,France,Male,49,5,105918,1,1,1,16247,0
15804075,Chuang,628,Germany,Female,36,3,91287,1,1,0,63086,0
15635177,Williamson,597,Spain,Female,66,3,0,1,1,1,70533,0
15773322,Obiajulu,536,Germany,Female,44,4,121899,1,0,0,131007,0
15605918,Padovesi,635,Germany,Male,43,5,78993,2,0,0,153265,0
15732265,Obialo,630,France,Male,33,9,0,2,1,0,64805,0
15766183,Ferguson,580,Germany,Male,76,2,130335,2,1,1,51672,0
15592914,Fang,683,France,Female,29,9,0,2,1,1,48850,0
15642710,Napolitani,686,France,Male,26,7,0,2,1,0,1541,0
15727408,Koo,523,Germany,Male,27,8,61689,2,1,0,147059,0
15683403,Lombardi,611,Spain,Male,52,7,0,1,0,1,73585,1
15792473,Reilly,598,Germany,Female,50,5,88380,3,0,1,64157,1
15631406,Munro,459,Germany,Male,50,5,109388,1,1,0,155721,0
15759274,Micklem,447,France,Female,32,10,0,1,1,1,151816,0
15605791,Li,524,Germany,Male,29,9,144288,2,1,0,32063,0
15692291,Hs?eh,563,Spain,Female,42,6,99056,2,1,0,154348,1
15709511,Watt,622,France,Male,43,8,0,2,1,0,100618,0
15655123,Dumetolisa,505,Spain,Female,45,9,131355,3,1,0,195395,1
15576269,Madison,523,Spain,Male,34,7,0,2,1,0,62030,0
15668444,He,590,Spain,Female,44,3,139432,1,1,0,62223,0
15726791,Nuttall,637,Spain,Female,45,2,157929,1,1,1,145134,1
15705735,Onyekachi,577,Spain,Male,43,3,0,2,1,1,135009,0
15696588,Lung,679,France,Female,36,3,0,2,1,1,2243,0
15660571,Halpern,668,Spain,Male,43,10,113034,1,1,1,100424,0
15634295,Wilson,470,France,Male,35,1,96474,1,0,0,5962,0
15578238,Calabrese,727,France,Male,47,7,0,2,1,0,193305,0
15599329,Christopher,697,France,Female,49,7,195238,4,0,1,131084,1
15666767,Lori,508,France,Male,35,1,86893,1,0,0,59375,0
15806922,Bergamaschi,674,Spain,Female,41,4,126605,1,1,1,166695,0
15610912,Ferri,657,Spain,Female,41,6,112119,1,1,0,17537,0
15718231,Gregory,537,France,Male,28,0,88963,2,1,1,189840,0
15585284,Thomson,604,Spain,Female,35,7,147286,1,1,1,57807,0
15710421,Baresi,774,Spain,Female,36,8,117152,1,0,0,101828,0
15667460,Moore,797,France,Male,31,9,0,2,1,1,24749,0
15791877,Gallagher,706,Germany,Male,34,0,140641,2,1,1,77272,0
15716324,Ignatieff,665,France,Female,23,9,143673,1,1,1,115147,0
15713426,Hancock,637,Germany,Male,30,1,122186,1,1,0,102566,1
15799211,Anenechi,708,Spain,Female,32,8,187488,1,1,1,120116,0
15794414,Forbes,507,Spain,Male,46,6,92784,1,1,1,51424,0
15815645,Akhtar,481,France,Male,37,8,152304,2,1,1,175082,0
15694444,Buttenshaw,648,Germany,Female,32,8,157139,3,1,0,190994,1
15578006,Yao,787,France,Female,85,10,0,2,1,1,116538,0
15605072,Douglas,638,France,Female,43,3,145861,1,1,1,142764,1
15723613,Jenkins,623,France,Female,28,4,0,2,1,0,41228,0
15633260,Dumetochukwu,600,France,Male,37,1,142663,1,0,1,88670,0
15790267,Onuoha,625,France,Female,40,7,141268,1,0,1,177397,0
15720559,Heath,487,Germany,Female,61,5,110368,1,0,0,11384,1
15591766,Crawford,607,Spain,Female,25,4,121167,1,0,1,115288,0
15693752,Reed,487,France,Male,37,2,0,2,1,1,126723,0
15779492,Trevisano,796,Spain,Male,56,6,94231,1,0,0,121165,1
15700046,Yuan,635,France,Male,41,4,103545,2,1,0,193747,0
15625426,Ashbolt,754,Germany,Female,55,3,161609,1,1,0,8081,1
15748123,Chienezie,613,France,Male,20,3,0,2,1,1,149614,0
15656417,Marsh,582,France,Female,39,1,132077,2,1,0,192255,0
15585853,McCardle,743,Spain,Male,41,7,0,1,1,0,163736,1
15734765,Mahmood,739,France,Female,20,4,133801,1,0,1,150246,0
15785815,Toscano,670,Germany,Male,31,1,142632,2,1,1,175894,0
15650670,Bateson,567,Germany,Female,40,2,105223,2,1,0,93796,0
15582741,Maclean,693,France,Female,35,5,124151,1,1,0,88705,1
15671630,McMillan,796,Germany,Female,40,1,99746,1,1,0,177524,0
15661591,Panicucci,413,Germany,Male,39,1,130970,2,1,1,158892,0
15668580,Todd,716,Spain,Male,33,2,0,2,1,1,92917,0
15813697,Onyekaozulu,498,Germany,Female,44,2,120703,2,1,1,98176,0
15593773,Olejuru,784,Spain,Male,35,3,0,2,0,0,81484,0
15654574,Onyekachi,499,Germany,Male,36,5,131143,2,1,0,174918,0
15654060,P'eng,517,France,Male,41,2,0,2,0,1,75937,0
15601811,Caldwell,668,France,Female,53,10,110240,1,0,0,183981,1
15738411,Ho,505,France,Male,34,10,104499,1,0,1,126451,0
15663164,Yudin,663,Germany,Male,49,7,116151,3,1,1,84359,1
15774507,Furneaux,574,France,Female,39,5,119014,1,1,0,103422,0
15721935,Kincaid,521,France,Male,25,7,0,2,1,1,157879,0
15689328,Harrison,705,Germany,Male,48,9,114169,1,0,0,173273,1
15735400,Kanayochukwu,756,France,Male,28,8,179960,1,1,0,89938,0
15761286,Fan,696,Germany,Female,66,7,119499,2,1,1,174027,0
15608338,Chiemenam,757,Spain,Female,55,9,117294,4,1,0,94187,1
15733361,Davide,651,Germany,Female,45,6,86714,1,1,0,85870,1
15582325,Jennings,524,France,Male,52,2,87894,1,1,0,173899,1
15630511,Picot,691,France,Female,33,6,0,2,1,0,164075,0
15750099,Marshall,731,France,Female,36,6,0,1,0,0,152128,0
15621063,Gibbons,516,France,Female,42,8,56228,1,1,0,46858,0
15770121,Bancroft,623,France,Female,34,9,0,1,1,0,24255,0
15786739,Clements,669,France,Male,37,1,125530,1,1,1,162261,0
15636684,Kirkland,727,France,Male,34,10,0,2,1,1,198637,0
15668142,Chang,700,France,Male,37,3,77608,2,1,1,175373,0
15721917,Chuang,559,France,Female,38,8,95139,1,1,1,86575,0
15774854,Fuller,592,France,Male,54,8,0,1,1,1,28738,1
15664720,Kovalyova,714,Spain,Male,33,8,122017,1,0,0,162515,0
15794939,Chiu,783,France,Female,72,5,121216,2,1,1,105206,0
15767894,Ch'ien,741,France,Female,21,9,0,2,0,1,139260,0
15795370,Mazure,648,Germany,Male,37,6,131753,1,1,0,86895,0
15669175,Ts'ai,479,Germany,Male,24,6,107638,2,0,1,169506,0
15595221,Trevisano,850,Germany,Female,33,7,134678,1,1,0,113178,0
15782121,Leonard,610,France,Female,27,2,0,2,1,0,14547,0
15671351,Romani,624,Spain,Male,35,2,0,2,1,0,87311,0
15686812,Jones,692,Spain,Female,44,8,0,1,0,1,159069,0
15630698,Hay,745,France,Female,55,9,110124,1,0,1,51548,1
15616152,Pai,754,France,Female,47,1,185514,1,1,0,27439,0
15739847,Sadlier,850,Germany,Male,38,5,146757,1,1,0,78269,0
15711571,Y?,587,Spain,Male,42,5,120234,1,1,0,194890,0
15679410,Caldwell,729,France,Female,62,4,140549,1,1,0,30990,1
15646161,Steinhoff,673,Spain,Female,37,8,0,2,1,1,183319,0
15662488,Udegbunam,627,France,Female,44,5,0,2,1,0,82970,1
15632010,Chia,647,Spain,Male,33,7,121260,2,1,0,77216,0
15761053,Lock,596,Germany,Male,48,2,131326,1,0,0,1140,1
15601550,Genovesi,595,Spain,Male,36,6,85768,1,1,1,24803,0
15772383,Toscani,613,France,Male,36,9,131307,1,0,0,83344,0
15750638,Obiajulu,705,Germany,Female,33,5,116766,1,0,0,190659,1
15673180,Onyekaozulu,727,Germany,Female,18,2,93817,2,1,0,126172,0
15734246,She,746,France,Female,21,8,166883,2,0,1,194564,0
15729238,Peng,631,Germany,Male,48,1,106396,1,1,1,150661,1
15586931,Hunter,694,Spain,Male,39,3,0,1,1,1,95625,0
15626385,George,714,Spain,Female,33,10,103121,2,1,1,49672,0
15700710,Chiebuka,490,France,Female,37,3,116466,1,0,1,24436,0
15814468,Wei,551,Germany,Male,50,1,121400,1,0,1,84508,1
15619972,Akabueze,807,France,Female,47,9,167665,1,0,0,125440,1
15611329,Findlay,608,Spain,Female,35,6,0,2,1,1,143463,0
15643330,Chukwuemeka,594,France,Male,37,2,0,2,0,1,95865,0
15670562,Pharr,470,France,Male,30,3,101141,1,1,1,50907,0
15679991,Kennedy,524,France,Female,28,7,0,2,0,1,147101,0
15691647,McGregor,411,France,Female,35,2,0,2,1,1,93826,0
15767064,Davide,614,Spain,Female,36,1,44055,1,1,1,73329,0
15569178,Kharlamov,570,France,Female,18,4,82767,1,1,0,71812,0
15570289,Benson,697,Germany,Male,43,8,103409,1,1,0,66893,1
15796834,Rivers,652,Germany,Male,35,7,104016,2,1,1,55208,0
15768293,Sun,614,France,Male,51,3,0,2,1,1,5552,0
15726103,Tsou,689,Germany,Female,55,1,76297,1,1,0,42365,1
15809227,Chukwudi,850,France,Male,35,2,0,2,1,1,56992,0
15690647,Rogers,582,Spain,Female,46,8,67563,1,1,0,44506,1
15594917,Miller,676,France,Female,34,1,63095,1,1,1,40646,0
15791006,Kodilinyechukwu,760,Germany,Female,34,6,58003,1,1,0,90346,0
15604792,Kuo,609,Germany,Male,38,6,140752,2,0,1,171430,0
15790744,Nash,850,France,Female,34,9,92899,2,1,0,97466,0
15762331,Moss,569,France,Male,37,9,178756,1,1,0,199929,0
15793424,Tan,663,Spain,Female,28,8,61275,2,1,0,136054,0
15604818,Edmund la Touche,798,France,Male,34,9,154496,1,1,0,191396,0
15797081,Ajuluchukwu,611,Germany,Female,49,9,115489,2,1,1,138657,1
15703413,Montes,519,France,Female,38,7,125329,1,1,0,188226,0
15631451,Grant,604,Spain,Female,28,6,0,2,1,1,69056,0
15719017,Donaldson,672,France,Female,34,8,0,2,1,1,16245,0
15794159,Highett,633,France,Female,26,8,124282,1,1,1,60117,0
15752312,Howells,551,Spain,Male,49,1,150778,2,1,1,135757,0
15621244,Gallo,678,France,Male,36,0,107380,1,1,1,84460,0
15765518,Gregson,643,France,Female,51,2,105230,1,1,0,34968,1
15625247,Scott,807,France,Female,34,1,0,1,0,0,114448,0
15794895,McKay,581,Spain,Male,34,1,0,2,0,1,81175,0
15654211,Milani,559,Spain,Female,27,1,0,1,0,1,1050,0
15620103,Ho,660,France,Female,40,8,167181,1,1,1,185157,0
15603454,Sanders,735,Germany,Male,28,5,160454,2,0,1,114957,0
15636061,Pope,649,Germany,Male,78,4,68346,2,1,1,142567,0
15686957,Piccio,553,Germany,Male,35,2,158584,2,1,0,43640,0
15810385,Giordano,717,Spain,Female,36,2,164558,1,0,1,82337,0
15813916,Kudryashova,622,France,Female,31,1,89689,1,1,1,152305,0
15684722,Fraser,490,France,Male,34,5,122953,2,0,0,154361,0
15745826,Dawson,445,France,Male,37,3,0,2,1,1,180012,0
15716518,Yuryeva,617,France,Female,27,4,0,2,0,0,190269,0
15806822,Myers,739,France,Female,36,0,0,2,0,0,133466,0
15652658,Finch,721,France,Male,36,1,155177,2,1,1,49653,0
15769596,Yen,710,Germany,Female,24,2,110407,2,0,0,15832,1
15759991,Hunter,748,Spain,Male,36,4,141574,1,1,0,82158,0
15656865,Gray,613,Germany,Male,69,9,78778,1,0,1,8752,0
15615050,Savage,575,Germany,Male,47,9,107916,2,1,1,63452,1
15580148,Welch,750,Germany,Male,40,5,168287,3,1,0,20452,1
15672246,Jefferies,686,Germany,Male,43,2,134896,1,1,1,97847,0
15595047,Murray,764,France,Male,41,7,0,2,0,0,134878,0
15605872,Felix,707,France,Male,73,6,66573,1,1,1,62769,0
15719809,Endrizzi,516,Germany,Male,32,3,145166,2,0,0,111421,0
15808831,Dale,669,France,Male,29,7,0,2,1,1,138146,0
15711572,O'Kane,705,Germany,Female,31,9,110942,2,1,0,163485,0
15697283,Mackenzie,578,Spain,Male,23,8,0,2,1,0,112125,0
15696826,James,633,France,Female,32,1,104001,1,0,1,36643,0
15763613,Barlow,581,France,Male,30,1,0,2,1,0,199464,0
15794472,Brookes,553,France,Female,27,3,0,2,0,0,159800,0
15606177,Crawford,672,France,Male,39,2,0,2,1,0,87372,0
15745533,Sargent,799,France,Female,63,1,110314,2,1,0,37464,1
15573730,Thompson,586,Germany,Male,42,6,126704,2,1,0,41682,0
15807239,Lung,664,France,Female,34,7,93920,1,0,0,179914,0
15738980,Yobanna,506,France,Male,43,2,0,2,1,0,105569,0
15661007,Thompson,660,France,Male,33,0,72783,1,0,0,181052,0
15680224,Ross,687,France,Female,26,6,0,2,1,1,32909,0
15674149,Esomchi,599,Germany,Male,36,3,128960,2,1,1,40318,0
15637522,Shubina,507,France,Female,31,0,106942,1,0,1,44001,0
15708048,Burn,631,France,Female,34,4,124379,1,1,0,106893,0
15644621,Mironova,597,Germany,Female,40,9,106756,2,1,0,151168,0
15600379,Hsiung,608,Spain,Male,34,7,86656,1,0,1,59890,0
15679429,Bell,694,France,Male,32,0,91956,1,1,1,59962,0
15809515,Lewis,797,Germany,Male,32,1,151923,1,1,0,8877,0
15707861,Nucci,520,France,Female,46,10,85217,1,1,0,117370,1
15578515,Osinachi,659,France,Female,38,3,0,2,1,0,158553,0
15761775,Myers,598,Germany,Male,20,8,180294,2,1,1,29553,0
15804394,Brenan,663,Germany,Male,32,8,130628,1,1,0,47161,1
15713463,Tate,645,Germany,Female,41,2,138881,1,1,0,129937,1
15768763,Bogdanov,562,France,Male,37,2,0,1,0,1,52525,1
15750141,Reichard,721,Germany,Female,36,3,65253,2,1,0,28738,0
15594864,Huang,752,Germany,Male,30,4,81523,1,1,1,36886,0
15700424,Hsiao,461,France,Female,35,5,0,1,1,1,54209,0
15809279,Wallace,773,France,Male,45,8,96877,1,1,1,113951,0
15701206,Torreggiani,566,Spain,Male,44,5,0,2,1,0,66463,0
15785782,Ugonna,513,Spain,Male,48,2,0,1,1,1,114709,1
15695168,Bruce,625,France,Male,39,2,0,2,1,0,100403,0
15775756,Alexandrova,809,Germany,Male,33,8,148056,1,0,0,199203,0
15720676,Bukowski,700,France,Female,37,7,0,2,1,0,17041,0
15808283,Kelly,647,France,Female,33,4,0,1,1,0,152323,0
15772618,Tyler,665,France,Male,25,7,90921,1,0,1,112257,0
15698732,K'ung,789,Germany,Male,51,3,104677,1,1,0,74265,0
15813159,Hairston,526,France,Male,52,8,93590,1,0,1,21229,1
15583303,Monaldo,593,France,Female,29,2,152265,1,1,0,34004,0
15649793,Lovely,658,France,Male,20,7,0,2,0,0,187638,0
15787014,King,648,Germany,Female,28,8,90371,1,1,1,146852,0
15767626,Carpenter,811,France,Male,42,10,0,2,1,1,3798,0
15582762,Mazzanti,667,Spain,Male,77,2,0,1,1,1,34703,0
15796569,Donaldson,831,Spain,Female,44,10,0,1,0,1,47729,0
15570194,Ikemefuna,412,France,Male,29,5,0,2,0,0,12511,0
15726167,Scott,655,France,Male,37,4,0,2,1,1,142416,0
15813363,Woods,448,Spain,Male,25,2,0,2,0,0,95216,0
15652400,Moss,667,Spain,Male,56,2,168883,1,0,1,18898,0
15586069,Abernathy,560,France,Female,30,0,108883,1,1,0,27915,0
15725039,McIntyre,702,Spain,Male,32,8,71668,1,1,1,126082,0
15792360,Clark,668,France,Male,32,7,0,2,1,1,777,0
15813741,Nnachetam,549,Spain,Male,25,6,193858,1,0,1,21600,0
15645904,Parsons,685,France,Female,33,6,0,2,0,1,186785,0
15685706,Bird,731,France,Female,40,7,118992,1,1,1,156049,0
15761763,Jamieson,845,France,Male,33,8,164386,1,1,0,150665,0
15764253,Ramsey,742,France,Male,32,6,160485,1,1,0,29023,0
15568238,Diaz,650,Spain,Male,20,8,0,2,1,1,113470,0
15709741,Hussain,668,France,Male,28,4,107141,1,1,0,193019,0
15791513,Manfrin,647,France,Male,41,4,138937,1,1,1,101618,1
15803337,Baresi,648,France,Male,23,9,168373,1,1,0,134677,0
15771856,Cremin,632,Spain,Female,32,1,0,2,1,0,19526,0
15615473,Sabbatini,646,France,Female,33,2,0,2,0,0,198208,0
15638803,Donaldson,733,Spain,Female,32,5,0,2,1,0,131625,0
15579559,Chienezie,544,Spain,Male,30,8,145242,1,1,1,80677,0
15657321,Arkwookerum,712,Germany,Male,27,8,113174,2,1,0,147262,0
15591123,Iredale,557,Germany,Male,68,2,100194,1,1,1,38596,0
15711901,Iheatu,500,France,Male,45,2,109163,1,1,1,126145,0
15671514,Sinclair,669,Spain,Female,33,8,0,2,0,1,128538,0
15706071,Hunt,528,Germany,Male,39,0,127632,1,0,1,22198,1
15624510,Tien,696,France,Male,52,6,139781,1,1,0,27445,1
15620750,Sugden,559,France,Male,28,3,141099,1,1,1,15607,0
15698786,Marcelo,819,France,Female,39,9,133103,1,1,0,27046,1
15602030,Ramirez,717,France,Male,28,4,128207,1,1,1,54272,0
15781129,Montgomery,687,Spain,Male,38,8,69434,2,1,1,66580,1
15716334,Rozier,850,Spain,Female,45,2,122311,1,1,1,19483,0
15676433,Allan,707,France,Female,36,6,0,1,0,0,98811,0
15786014,Ku,568,France,Male,28,5,145106,2,1,0,185489,0
15643158,Chiganu,598,France,Female,40,9,0,1,1,0,68463,1
15761018,Tan,581,Germany,Male,50,2,143829,2,1,0,181224,1
15794297,McKay,776,France,Male,36,1,0,2,1,0,53478,0
15771154,North,683,France,Female,73,8,137732,2,1,1,133210,0
15805025,Oster,636,France,Female,45,7,139859,1,1,1,108403,0
15803965,Tang,654,France,Male,55,3,87486,1,1,1,3299,0
15578783,Mai,620,Germany,Male,35,0,76990,1,1,1,17243,0
15659820,Cross,614,France,Female,34,5,0,2,1,0,185562,0
15624641,Kharlamova,740,Spain,Male,43,9,0,1,1,0,199291,1
15672357,Sochima,631,Spain,Male,38,7,0,2,1,0,181606,0
15651389,Kay,561,Spain,Male,24,8,143657,1,0,1,180932,0
15569654,Munro,850,Germany,Female,31,3,51293,1,0,0,35535,0
15750299,Davison,746,Spain,Male,24,10,68782,1,0,1,47997,0
15583850,Davidson,672,Germany,Male,68,0,126062,2,1,1,184937,0
15676519,George,615,Spain,Male,61,9,0,2,1,0,150228,1
15708162,Thomson,565,Germany,Female,40,1,89995,2,0,1,121084,0
15609987,Smith,755,France,Male,42,2,119919,1,1,0,156868,0
15641389,Shen,659,Germany,Male,48,4,123593,2,1,0,82469,1
15570051,Gill,775,Germany,Female,38,6,179886,2,0,0,153123,0
15718588,Meng,548,France,Female,37,9,0,2,0,0,98030,0
15681327,Akhtar,682,France,Male,30,9,0,2,1,1,2053,0
15637690,Houghton,622,Germany,Female,34,7,98676,1,1,0,138907,1
15778936,Ingamells,701,France,Male,33,9,147510,1,1,0,190612,0
15683339,P'eng,656,Spain,Female,34,6,59877,1,1,0,14033,1
15638149,Rowley,528,France,Male,37,6,103772,1,1,0,197112,0
15641934,Manna,749,Spain,Female,46,9,66583,1,1,0,78753,1
15770424,Onyeorulu,541,Germany,Male,40,7,95710,2,1,0,49063,0
15790497,Ross,503,Spain,Male,37,6,0,2,0,0,136507,0
15778481,Chigbogu,817,France,Male,59,1,118963,1,1,1,120820,0
15707602,Macleod,539,France,Female,47,2,127286,2,1,1,166929,1
15746338,Onyekachukwu,565,France,Female,40,2,0,2,1,1,129956,0
15715527,Freeman,543,Spain,Female,41,4,0,1,0,0,194902,0
15623649,Ogle,629,Spain,Male,32,3,0,2,1,1,15405,0
15744398,Burns,525,France,Female,23,5,0,2,1,0,160249,0
15708289,Graham,793,Spain,Male,25,3,100914,1,0,0,10580,0
15765806,Wu,492,France,Male,29,1,144592,1,1,1,196294,0
15698117,Jerger,701,Germany,Male,41,0,150845,1,0,1,127623,0
15673223,Hou,626,France,Male,44,10,0,2,0,0,164288,0
15751912,Lilly,567,France,Male,36,7,0,2,0,1,3896,0
15576723,Ts'ai,740,France,Female,37,7,0,2,1,1,194271,0
15742613,Warner,773,Germany,Female,42,8,152325,2,1,0,171733,0
15724543,Mao,597,France,Male,61,5,0,2,1,1,81299,0
15671243,Y?,558,France,Female,47,9,0,2,1,0,103787,0
15576706,Ajuluchukwu,651,Germany,Male,37,9,114454,1,0,1,175821,0
15622494,Mazzanti,718,France,Male,27,2,0,2,0,0,26229,0
15568506,Forbes,524,Germany,Female,31,10,67239,2,1,1,161811,0
15796617,McGregor,720,France,Male,29,2,0,2,1,0,39926,0
15648858,King,666,France,Female,27,1,85225,1,0,1,64511,0
15635244,Ritchie,716,France,Female,29,6,0,2,1,1,98999,0
15712121,Chidimma,657,Spain,Male,34,5,154984,1,1,0,27738,0
15684248,Meng,658,Spain,Male,21,7,0,2,0,1,154280,0
15743192,Hung,623,France,Female,44,6,0,2,0,0,167162,0
15806709,Hao,609,Germany,Male,33,6,94127,1,0,0,93718,0
15648136,Green,658,Germany,Female,28,9,152813,1,1,0,166683,0
15758639,Moran,641,France,Male,37,7,0,2,1,0,75248,0
